Airline,Source,Destination,Total_Stops,Additional_Info,Price,Day_of_Journey,Flight_Duration,Month_of_Journey
3,2,2,1.0,1,12681,1.0,0.17992484670044823,4.0
3,1,1,1.0,1,17261,6.0,0.26262357116068563,3.0
7,2,2,1.0,1,9922,9.0,0.8518519829398771,6.0
3,2,2,1.0,2,10844,18.0,0.7691532584796397,5.0
4,1,5,0.0,1,4423,21.0,-1.0192066579729941,4.0
1,1,5,0.0,1,3419,24.0,-1.0088693174154644,5.0
3,3,3,1.0,1,14714,24.0,-0.6573997384594554,6.0
3,1,1,1.0,2,11087,9.0,-0.6470623979019258,3.0
1,3,3,1.0,1,6316,27.0,-0.17154473225556074,6.0
4,4,4,0.0,3,3543,27.0,-1.0708933607606426,5.0
3,2,2,1.0,1,14571,6.0,0.7691532584796397,6.0
3,2,2,1.0,1,14676,9.0,-0.3059301595034465,6.0
3,1,1,1.0,1,17261,6.0,0.7071292151344617,3.0
3,2,2,1.0,1,13941,15.0,0.5313944256564572,5.0
2,3,3,1.0,1,13348,3.0,1.8855860386928447,3.0
3,1,5,0.0,1,8016,18.0,-0.988194636300405,6.0
3,3,3,1.0,2,12898,27.0,-0.6677370790169851,5.0
3,1,5,0.0,1,7229,9.0,-0.9675199551853457,4.0
3,1,1,1.0,1,16736,6.0,0.03520207889503277,3.0
4,2,2,0.0,1,3873,18.0,-1.0398813390880535,6.0
1,3,3,1.0,1,6704,9.0,-0.3369421811760355,5.0
3,2,2,1.0,2,10844,6.0,1.7408632708874292,6.0
7,1,1,0.0,1,7450,9.0,-1.0192066579729941,3.0
3,3,3,1.0,2,10262,15.0,1.327369648586242,6.0
2,2,2,2.0,1,10991,1.0,2.9193200944458124,5.0
4,1,5,0.0,1,3311,6.0,-0.988194636300405,6.0
1,3,3,1.0,1,7081,24.0,0.5003824039838681,5.0
1,1,5,0.0,1,3943,27.0,-0.9778572957428754,4.0
2,3,3,1.0,1,8372,21.0,-0.574701013999218,5.0
2,3,3,2.0,1,11701,9.0,1.5651284814094246,3.0
5,3,3,2.0,1,15965,12.0,-0.057833986122734306,6.0
4,1,5,0.0,1,4423,12.0,-0.9985319768579347,6.0
3,1,1,1.0,2,6136,15.0,-0.7711104845922819,3.0
3,1,1,1.0,2,11087,12.0,-0.5953756951142775,3.0
1,4,4,0.0,1,3540,3.0,-1.050218679645583,6.0
3,3,3,1.0,2,12898,21.0,0.4383583606386901,5.0
1,1,5,0.0,1,4591,18.0,-1.0088693174154644,4.0
2,3,3,1.0,1,8635,24.0,2.0819955092859086,3.0
3,3,3,1.0,1,14714,27.0,-0.10952068891038269,6.0
3,2,2,1.0,1,14151,18.0,1.4720924163916576,5.0
5,3,3,1.0,1,8835,1.0,0.42802102008116044,6.0
2,2,2,1.0,1,11936,21.0,0.5624064473290462,5.0
3,3,3,2.0,1,13882,9.0,0.5107197445413978,6.0
2,3,3,1.0,1,5117,1.0,0.6451051717892836,4.0
3,1,5,0.0,2,4544,24.0,-0.988194636300405,5.0
1,3,3,1.0,1,6442,15.0,0.5934184690016352,5.0
1,5,6,0.0,1,2227,21.0,-1.1535920852208799,5.0
3,1,5,0.0,1,7229,15.0,-1.0088693174154644,4.0
3,3,3,1.0,2,10262,1.0,-0.6057130356718071,6.0
4,3,3,1.0,1,5975,21.0,-0.7400984629196928,5.0
1,2,2,0.0,1,4148,21.0,-1.0192066579729941,3.0
5,3,3,1.0,1,13587,6.0,-0.17154473225556074,6.0
3,5,6,0.0,2,2759,21.0,-1.184604106893469,3.0
3,1,5,0.0,1,7229,15.0,-0.9778572957428754,5.0
2,3,3,2.0,1,13547,9.0,1.6995139086573106,5.0
4,2,2,0.0,1,3873,21.0,-1.0295439985305237,6.0
3,2,2,1.0,1,14388,21.0,0.15925016558538888,5.0
3,2,2,1.0,1,13731,24.0,0.5313944256564572,5.0
4,2,2,0.0,3,3815,27.0,-1.0192066579729941,3.0
3,5,6,0.0,1,5678,15.0,-1.1639294257784096,3.0
3,2,2,1.0,2,9663,9.0,1.7408632708874292,5.0
6,2,2,1.0,1,8855,21.0,-0.40930356507874327,5.0
3,3,3,2.0,1,15129,9.0,0.9759000696302332,5.0
3,1,1,1.0,1,13555,18.0,-0.5953756951142775,3.0
3,2,2,1.0,2,10844,21.0,0.024864738337503092,5.0
3,1,1,1.0,2,7832,21.0,-0.1508700511405014,3.0
3,3,3,2.0,2,11150,27.0,0.32464761450586366,6.0
7,2,2,1.0,1,8452,9.0,0.4383583606386901,5.0
5,3,3,1.0,1,9646,9.0,-0.5540263328841587,6.0
6,3,3,1.0,1,5281,12.0,-0.6160503762293368,6.0
2,3,3,2.0,1,14667,1.0,0.4383583606386901,6.0
3,2,2,1.0,1,14571,24.0,0.30397293339080433,5.0
3,1,1,1.0,7,28097,1.0,-0.543688992326629,3.0
3,1,1,1.0,1,17471,6.0,1.4514177352765982,3.0
3,3,3,1.0,2,10577,12.0,0.014527397779973418,6.0
5,3,3,1.0,1,14848,24.0,-0.3886288839636839,6.0
1,1,5,0.0,1,4591,15.0,-0.9985319768579347,4.0
1,4,4,0.0,1,3597,18.0,-1.0605560202031128,5.0
1,3,3,1.0,1,6938,27.0,-0.5643636734416884,5.0
8,2,2,0.0,1,3807,24.0,-1.0398813390880535,6.0
3,3,3,1.0,2,10262,12.0,-0.10952068891038269,6.0
2,2,2,2.0,1,11432,9.0,0.14891282502785919,5.0
3,1,1,0.0,1,7229,21.0,-1.0192066579729941,3.0
5,3,3,1.0,1,14848,21.0,-0.3886288839636839,5.0
3,2,2,1.0,2,8586,15.0,0.7691532584796397,5.0
5,3,3,1.0,1,6106,9.0,-0.2749181378308575,4.0
4,2,2,0.0,1,3873,3.0,-1.0605560202031128,5.0
3,3,3,2.0,2,15812,15.0,-0.4403155867513323,6.0
3,2,2,1.0,1,12121,24.0,0.8828640046124662,5.0
3,2,2,1.0,2,8586,12.0,0.30397293339080433,5.0
5,3,3,1.0,1,7354,12.0,0.1075634627977405,6.0
1,3,3,1.0,1,6838,9.0,0.20059952781550758,6.0
5,3,3,1.0,1,10276,6.0,0.21093686837303724,3.0
3,1,5,0.0,1,8016,18.0,-0.9778572957428754,6.0
2,1,1,1.0,1,4943,21.0,-0.07850866723779366,3.0
1,1,5,0.0,1,4823,24.0,-0.9985319768579347,6.0
3,2,2,1.0,1,12996,1.0,-0.36795420284862457,4.0
2,3,3,1.0,1,9929,27.0,-0.07850866723779366,5.0
5,3,3,1.0,1,9508,3.0,0.5727437878865759,6.0
2,3,3,0.0,1,5674,21.0,-0.9675199551853457,3.0
1,4,4,0.0,1,3858,18.0,-1.050218679645583,6.0
1,2,2,0.0,1,4804,24.0,-1.0295439985305237,5.0
5,3,3,1.0,1,13377,27.0,0.07655144112515147,5.0
3,3,3,1.0,2,12898,27.0,0.314310273948334,5.0
8,2,2,0.0,1,4409,1.0,-1.0295439985305237,6.0
8,3,3,1.0,1,8759,1.0,0.44869570119621977,6.0
2,1,1,1.0,1,10394,3.0,1.554791140851895,3.0
1,4,4,0.0,1,3858,18.0,-1.050218679645583,3.0
8,3,3,1.0,1,6253,15.0,-0.6677370790169851,6.0
3,3,3,2.0,1,15129,27.0,0.8105026207097584,5.0
6,2,2,1.0,1,4773,24.0,-0.37829154340615423,3.0
3,2,2,1.0,2,9663,21.0,1.9786221037106118,5.0
3,2,2,1.0,1,12692,12.0,0.727803896249521,6.0
1,1,5,0.0,1,3943,6.0,-1.0088693174154644,6.0
3,2,2,1.0,2,10703,12.0,2.1336822120735572,5.0
1,3,3,1.0,1,8784,27.0,0.42802102008116044,3.0
5,3,3,1.0,1,11622,9.0,-0.1405327105829717,6.0
1,4,4,0.0,1,5277,24.0,-1.0605560202031128,5.0
8,3,3,1.0,1,8327,21.0,0.4383583606386901,5.0
1,3,3,0.0,1,6885,9.0,-0.9468452740702864,3.0
1,3,3,1.0,1,10112,1.0,-0.7194237818046335,6.0
1,3,3,1.0,1,14871,6.0,-0.3472795217335652,3.0
3,3,3,1.0,2,10262,9.0,-0.10952068891038269,6.0
3,5,6,0.0,2,2470,24.0,-1.1639294257784096,3.0
2,3,3,2.0,1,11622,9.0,1.1516348591082377,3.0
7,2,2,1.0,1,8662,6.0,0.4383583606386901,5.0
2,3,3,2.0,1,11972,24.0,1.875248698135315,6.0
3,3,3,2.0,2,11992,6.0,1.0069120913028222,6.0
3,3,3,1.0,2,12373,18.0,0.9345507074001145,5.0
5,3,3,1.0,1,7198,1.0,0.5727437878865759,6.0
3,3,3,1.0,1,14714,15.0,-0.6677370790169851,6.0
1,3,3,1.0,1,6316,9.0,-0.17154473225556074,6.0
2,3,3,1.0,1,5998,27.0,0.4590330417537494,3.0
3,2,2,1.0,1,13044,12.0,1.3066949674711827,6.0
5,3,3,1.0,1,9646,12.0,-0.1818820728130904,6.0
8,3,3,1.0,1,6451,27.0,0.4383583606386901,6.0
6,3,3,1.0,1,5281,24.0,-0.6160503762293368,6.0
3,5,6,0.0,2,2228,1.0,-1.1639294257784096,5.0
1,1,5,0.0,1,3943,1.0,-1.0088693174154644,6.0
2,3,3,2.0,1,11753,15.0,1.2239962430109455,6.0
3,3,3,2.0,2,8728,21.0,2.2370556176488536,3.0
4,3,3,1.0,1,4812,9.0,-0.7917851657073413,5.0
3,2,2,1.0,1,14151,1.0,2.257730298763913,5.0
7,2,2,1.0,1,8452,1.0,0.2316115494880966,5.0
1,2,2,1.0,1,6762,24.0,-0.7194237818046335,3.0
3,1,1,1.0,1,13817,12.0,0.9242133668425848,3.0
3,3,3,1.0,2,12898,21.0,1.4514177352765982,5.0
1,2,2,1.0,1,3480,6.0,-0.8021225062648709,4.0
3,1,1,1.0,5,27992,1.0,-0.1508700511405014,3.0
3,3,3,2.0,2,7791,21.0,-0.10952068891038269,3.0
2,3,3,1.0,1,5704,21.0,0.7381412368070507,3.0
1,2,2,1.0,1,5268,21.0,-0.6470623979019258,5.0
6,1,5,0.0,1,3898,6.0,-0.9985319768579347,6.0
4,2,2,0.0,1,3847,15.0,-1.0398813390880535,3.0
5,3,3,1.0,1,10877,12.0,0.07655144112515147,6.0
5,3,3,1.0,1,8371,9.0,-0.04749664556520463,4.0
5,3,3,1.0,1,7038,6.0,0.5520691067715165,6.0
3,2,2,1.0,1,14571,9.0,-0.13019537002544204,6.0
3,3,3,2.0,1,15129,18.0,1.523779119179306,5.0
4,2,2,0.0,3,3841,15.0,-1.0605560202031128,6.0
3,3,3,1.0,2,10262,24.0,1.7615379520024885,6.0
2,2,2,0.0,1,4460,6.0,-1.0295439985305237,4.0
7,2,2,1.0,1,8610,6.0,0.28329825227574496,6.0
1,4,4,0.0,1,3597,18.0,-1.0605560202031128,6.0
1,3,3,1.0,1,6442,24.0,-0.28525547838838716,6.0
1,3,3,1.0,1,12351,9.0,0.42802102008116044,3.0
1,1,5,0.0,1,4823,15.0,-0.9985319768579347,5.0
7,2,2,1.0,1,12102,24.0,2.2680676393214427,3.0
3,5,6,0.0,1,8040,24.0,-1.1742667663359392,5.0
1,3,3,1.0,1,6582,9.0,-0.6780744195745149,5.0
7,1,5,0.0,1,4668,12.0,-0.9985319768579347,6.0
1,1,5,0.0,1,4823,1.0,-0.9985319768579347,4.0
4,2,2,0.0,1,3873,1.0,-1.0605560202031128,5.0
5,3,3,1.0,1,8476,18.0,-0.24390611615826846,5.0
1,3,3,1.0,1,5636,27.0,-0.6987491006895742,5.0
3,2,2,1.0,2,8586,12.0,0.0662141005676218,5.0
1,1,5,0.0,1,4823,6.0,-0.988194636300405,6.0
2,3,3,0.0,1,6881,6.0,-0.9985319768579347,3.0
3,2,2,1.0,2,10844,9.0,-0.2955928189459168,5.0
1,2,2,1.0,1,4226,24.0,-0.895158571282638,4.0
3,3,3,1.0,2,12373,9.0,1.5961405030820137,5.0
2,2,2,2.0,1,10697,6.0,0.32464761450586366,6.0
3,5,6,0.0,2,4995,3.0,-1.1639294257784096,6.0
2,3,3,2.0,1,9443,24.0,1.9476100820380227,6.0
3,3,3,2.0,1,12347,21.0,2.867633391658164,3.0
5,3,3,1.0,1,7408,9.0,-0.3576168622910949,6.0
3,2,2,1.0,2,7064,1.0,0.4383583606386901,4.0
3,3,3,1.0,2,13843,6.0,0.5624064473290462,3.0
5,3,3,0.8494545454545455,1,16294,15.0,-0.1818820728130904,5.0
4,2,2,0.0,3,3841,18.0,-1.0295439985305237,5.0
1,1,5,0.0,1,4423,15.0,-0.9985319768579347,6.0
2,3,3,0.0,1,5201,12.0,-0.9985319768579347,6.0
2,1,1,2.0,1,12599,3.0,2.175031574303676,3.0
1,5,6,0.0,1,4049,21.0,-1.1639294257784096,5.0
2,2,2,2.0,1,12797,24.0,1.7615379520024885,5.0
3,2,2,1.0,1,13067,24.0,0.44869570119621977,5.0
7,2,2,1.0,1,9345,24.0,1.4410803947190687,5.0
1,3,3,1.0,1,6818,21.0,-0.4713276084239213,5.0
3,5,6,0.0,1,8040,3.0,-1.1639294257784096,5.0
3,3,3,2.0,1,14300,12.0,0.9138760262850552,6.0
5,3,3,1.0,1,13727,15.0,-0.450652927308862,5.0
3,1,1,1.0,2,7832,21.0,0.8208399612672881,3.0
5,3,3,1.0,1,16259,9.0,-0.24390611615826846,3.0
1,1,5,0.0,1,4823,27.0,-0.9985319768579347,6.0
3,1,1,1.0,1,16736,6.0,1.2033215618958861,3.0
2,2,2,2.0,1,13217,6.0,1.1309601779931784,6.0
5,3,3,1.0,1,6637,27.0,-0.3369421811760355,3.0
3,2,2,1.0,2,10844,9.0,0.7691532584796397,6.0
5,3,3,1.0,2,8401,21.0,-0.20255675392814976,3.0
4,2,2,0.0,1,3873,12.0,-1.050218679645583,4.0
3,3,3,2.0,2,12410,24.0,-0.3059301595034465,6.0
3,3,3,2.0,1,15129,18.0,0.32464761450586366,5.0
1,1,5,0.0,1,4423,1.0,-0.9985319768579347,5.0
3,3,3,1.0,1,16079,27.0,-0.6057130356718071,5.0
2,2,2,2.0,1,15894,6.0,0.9345507074001145,6.0
5,3,3,1.0,1,9103,15.0,0.3970089984085714,5.0
2,3,3,1.0,1,8991,12.0,1.4410803947190687,6.0
2,2,2,2.0,1,7893,1.0,1.813224654790137,4.0
1,5,6,0.0,1,4575,3.0,-1.1639294257784096,3.0
4,2,2,0.0,1,3873,3.0,-1.050218679645583,5.0
3,1,1,1.0,2,7832,21.0,0.5830811284441055,3.0
1,4,4,0.0,1,3597,1.0,-1.0605560202031128,5.0
3,2,2,1.0,1,13759,24.0,1.906260719807904,3.0
3,1,5,0.0,1,7229,27.0,-0.9675199551853457,5.0
4,2,2,0.0,1,3873,15.0,-1.0295439985305237,4.0
5,3,3,1.0,1,9794,15.0,0.26262357116068563,5.0
2,3,3,1.0,1,6681,27.0,0.9759000696302332,3.0
1,1,5,0.0,1,4423,21.0,-0.9778572957428754,4.0
3,2,2,1.0,2,10844,15.0,0.0662141005676218,5.0
1,3,3,1.0,1,7258,1.0,0.1075634627977405,6.0
3,5,6,0.0,2,4995,12.0,-1.1639294257784096,6.0
3,3,3,1.0,1,14924,9.0,1.3893936919314203,6.0
7,1,1,1.0,1,6590,15.0,2.092332849843438,3.0
3,3,3,1.0,2,10262,3.0,0.5934184690016352,6.0
4,2,2,0.0,1,5515,9.0,-1.0398813390880535,3.0
3,3,3,2.0,2,6643,27.0,1.6995139086573106,3.0
1,5,6,0.0,1,2754,24.0,-1.1639294257784096,6.0
1,3,3,1.0,1,6493,9.0,-0.7090864412471038,6.0
1,2,2,1.0,1,6218,24.0,-0.6780744195745149,5.0
2,3,3,2.0,1,10861,6.0,0.30397293339080433,6.0
1,3,3,1.0,1,7094,6.0,-0.28525547838838716,3.0
4,5,6,0.0,1,2227,24.0,-1.1742667663359392,3.0
2,1,1,2.0,1,7664,21.0,-0.04749664556520463,3.0
8,2,2,0.0,1,3807,27.0,-1.0398813390880535,5.0
2,3,3,2.0,1,12698,3.0,0.14891282502785919,6.0
3,2,2,1.0,2,8586,24.0,1.3997310324889498,5.0
3,2,2,1.0,2,7064,1.0,1.3997310324889498,4.0
4,3,3,1.0,1,7317,21.0,-0.5643636734416884,5.0
2,2,2,0.8494545454545455,1,12797,6.0,1.6891765680997808,5.0
1,2,2,1.0,1,4226,6.0,-0.8227971873799302,4.0
3,2,2,1.0,1,14151,12.0,-0.5333516517690994,5.0
1,3,3,1.0,1,6628,27.0,0.49004506342633847,3.0
1,1,1,0.0,1,8033,9.0,-0.9985319768579347,3.0
5,3,3,1.0,1,11200,1.0,-0.3059301595034465,6.0
8,2,2,1.0,1,5192,12.0,0.13857548447032952,6.0
3,3,3,2.0,1,13014,12.0,0.9759000696302332,6.0
3,2,2,1.0,2,10844,21.0,1.8028873142326072,5.0
5,3,3,1.0,1,15603,6.0,-0.2955928189459168,3.0
6,1,5,0.0,1,4239,3.0,-0.988194636300405,4.0
3,2,2,1.0,1,13044,12.0,1.1309601779931784,6.0
3,3,3,1.0,2,12898,27.0,1.7201885897723699,5.0
4,2,2,1.0,1,6013,1.0,-0.2749181378308575,4.0
3,2,2,1.0,1,14781,6.0,-0.5953756951142775,5.0
3,3,3,1.0,1,12557,21.0,0.004190057222443743,3.0
5,3,3,1.0,1,13875,6.0,0.3970089984085714,3.0
3,3,3,2.0,2,11507,15.0,0.9862374101877629,6.0
2,2,2,0.0,1,5510,18.0,-1.0398813390880535,6.0
6,2,2,1.0,1,10198,24.0,-0.3989662245212136,3.0
3,2,2,1.0,1,8355,12.0,-0.450652927308862,6.0
3,1,5,0.0,1,8016,1.0,-0.9675199551853457,6.0
1,3,3,1.0,1,6314,27.0,-0.057833986122734306,5.0
2,3,3,0.0,1,5831,9.0,-0.9985319768579347,3.0
3,3,3,1.0,2,10262,24.0,-0.21289409448567945,6.0
5,3,3,1.0,2,15136,6.0,0.09722612224021082,3.0
3,1,1,1.0,2,7832,21.0,0.36599697673598236,3.0
4,4,4,0.0,1,3859,24.0,-1.0708933607606426,3.0
3,1,1,1.0,1,19225,6.0,-0.6470623979019258,3.0
1,3,3,1.0,1,10518,9.0,0.6657798529043429,3.0
2,1,1,0.0,1,7276,24.0,-1.0088693174154644,3.0
5,3,3,1.0,1,12192,9.0,-0.2335687756007388,6.0
8,3,3,1.0,1,11410,1.0,0.4383583606386901,6.0
3,1,1,1.0,1,26890,1.0,-0.17154473225556074,3.0
1,2,2,0.0,1,4804,27.0,-1.0398813390880535,6.0
3,2,2,1.0,2,10844,15.0,1.8545740170202556,5.0
2,3,3,2.0,1,12436,12.0,2.412790407126858,6.0
1,1,5,0.0,1,4823,21.0,-0.988194636300405,6.0
1,5,6,0.0,1,2227,3.0,-1.1639294257784096,6.0
3,3,3,1.0,2,10262,1.0,0.5934184690016352,6.0
3,3,3,1.0,1,17024,3.0,1.1826468807808268,3.0
3,3,3,2.0,2,9296,27.0,1.3893936919314203,3.0
2,3,3,0.0,1,6094,6.0,-0.9675199551853457,6.0
3,2,2,1.0,2,8586,9.0,1.1619721996657673,6.0
3,3,3,2.0,2,10919,15.0,1.3377069891437718,6.0
6,2,2,1.0,1,9495,9.0,-0.40930356507874327,6.0
3,3,3,1.0,1,14714,12.0,-0.5333516517690994,6.0
2,3,3,0.0,1,5201,24.0,-0.9778572957428754,6.0
2,3,3,2.0,1,7090,27.0,1.585803162524484,3.0
1,5,6,0.0,1,4575,15.0,-1.1639294257784096,5.0
5,3,3,1.0,1,9646,15.0,-0.2232314350432091,5.0
1,3,3,1.0,1,5636,12.0,-0.6780744195745149,6.0
5,3,3,1.0,1,9646,15.0,-0.2232314350432091,6.0
3,5,6,0.0,2,4050,9.0,-1.1639294257784096,3.0
3,3,3,1.0,1,14714,9.0,1.2756829457985939,6.0
3,3,3,1.0,2,10577,9.0,1.7201885897723699,6.0
6,1,5,0.0,1,3898,15.0,-1.0088693174154644,6.0
3,2,2,1.0,1,14571,6.0,0.634767831231754,6.0
3,1,5,0.0,1,8016,18.0,-1.0088693174154644,6.0
1,3,3,1.0,1,6287,21.0,-0.4713276084239213,3.0
2,2,2,1.0,1,8366,6.0,0.5210570850989275,6.0
3,3,3,1.0,2,15400,6.0,-0.4403155867513323,3.0
7,1,1,0.0,1,8553,3.0,-1.0192066579729941,3.0
4,2,2,0.0,3,3841,9.0,-1.0295439985305237,4.0
2,3,3,2.0,1,10021,9.0,1.8442366764627258,4.0
4,4,4,0.0,1,3597,24.0,-1.0605560202031128,6.0
1,4,4,0.0,1,4332,24.0,-1.050218679645583,5.0
6,1,5,0.0,1,3898,21.0,-1.0088693174154644,6.0
3,5,6,2.0,1,21375,6.0,2.092332849843438,3.0
7,2,2,1.0,1,8610,6.0,0.6657798529043429,6.0
2,3,3,2.0,1,13591,1.0,2.226718277091324,6.0
3,2,2,1.0,1,14781,6.0,-0.13019537002544204,5.0
3,1,1,1.0,2,9134,15.0,-0.6987491006895742,3.0
2,3,3,2.0,1,10493,9.0,1.8442366764627258,6.0
3,1,1,1.0,2,8147,24.0,1.2963576269136532,3.0
4,2,2,0.0,1,3873,21.0,-1.0605560202031128,6.0
3,2,2,1.0,1,14571,9.0,0.7691532584796397,6.0
2,1,1,2.0,1,11003,3.0,0.004190057222443743,3.0
3,3,3,1.0,2,10262,3.0,-0.21289409448567945,6.0
3,3,3,1.0,1,12719,21.0,0.7071292151344617,3.0
3,3,3,1.0,2,10262,24.0,1.3893936919314203,6.0
2,1,5,0.0,1,7171,21.0,-1.0088693174154644,6.0
4,1,5,0.0,1,4423,27.0,-1.0192066579729941,4.0
5,3,3,1.0,2,12616,9.0,-0.3369421811760355,3.0
2,3,3,2.0,1,12970,1.0,1.875248698135315,6.0
3,2,2,1.0,1,14914,24.0,0.25228623060315597,3.0
3,5,6,0.0,2,3210,6.0,-1.1742667663359392,5.0
6,1,5,0.0,1,4632,21.0,-0.988194636300405,4.0
3,3,3,1.0,2,12373,9.0,0.004190057222443743,5.0
1,2,2,0.0,1,4804,15.0,-1.0398813390880535,6.0
5,3,3,0.8494545454545455,1,21829,3.0,-0.1818820728130904,3.0
5,3,3,1.0,1,13587,1.0,0.26262357116068563,6.0
3,3,3,2.0,1,12819,27.0,2.2887423204365023,6.0
8,3,3,1.0,1,6151,27.0,0.014527397779973418,3.0
3,1,5,0.0,1,8016,1.0,-0.988194636300405,6.0
5,3,3,1.0,1,15135,6.0,0.05587676001009212,3.0
1,3,3,1.0,1,6794,21.0,-0.3162675000609762,5.0
7,2,2,1.0,1,8610,15.0,2.04064614705579,5.0
2,2,2,2.0,1,12723,18.0,2.454139769356977,5.0
2,2,2,1.0,1,7662,6.0,1.7822126331175479,6.0
5,3,3,1.0,1,14343,9.0,-0.28525547838838716,3.0
5,3,3,1.0,1,6795,1.0,0.5313944256564572,6.0
4,2,2,0.0,1,3873,9.0,-1.0605560202031128,5.0
2,5,6,1.0,1,16666,6.0,0.5210570850989275,3.0
5,3,3,1.0,1,11098,1.0,-0.3989662245212136,6.0
3,2,2,1.0,2,10539,9.0,2.257730298763913,6.0
2,3,3,1.0,1,9929,27.0,0.16958750614291854,5.0
3,2,2,1.0,2,10844,12.0,1.6064778436395435,5.0
3,2,2,1.0,1,12692,6.0,2.226718277091324,6.0
3,3,3,1.0,2,9212,21.0,-0.40930356507874327,3.0
5,3,3,1.0,1,13727,15.0,-0.04749664556520463,5.0
8,1,5,0.0,1,4282,15.0,-0.9985319768579347,6.0
3,2,2,1.0,2,10844,24.0,1.3066949674711827,5.0
2,3,3,1.0,1,7480,27.0,0.6451051717892836,6.0
1,1,5,0.0,1,4823,1.0,-0.9778572957428754,5.0
3,3,3,1.0,2,12373,18.0,0.3556596361784527,5.0
5,3,3,1.0,1,7215,21.0,-0.1922194133706201,3.0
2,3,3,1.0,1,7480,9.0,2.04064614705579,5.0
5,3,3,1.0,1,8143,24.0,0.13857548447032952,6.0
1,1,5,0.0,1,4823,3.0,-0.988194636300405,5.0
3,2,2,1.0,2,10844,6.0,0.16958750614291854,6.0
4,1,5,0.0,1,5621,12.0,-0.988194636300405,4.0
7,2,2,1.0,1,9555,18.0,1.6271525247546028,5.0
1,1,1,0.0,1,4777,21.0,-1.0088693174154644,3.0
4,1,1,0.0,1,7648,3.0,-0.988194636300405,3.0
1,2,2,1.0,1,10308,1.0,-0.7400984629196928,4.0
3,3,3,2.0,1,21219,24.0,-0.4403155867513323,5.0
1,2,2,1.0,1,11319,6.0,-0.7400984629196928,5.0
3,2,2,1.0,2,10844,15.0,1.5754658219669544,5.0
5,3,3,1.0,1,15078,9.0,-0.450652927308862,5.0
4,5,6,0.0,1,2017,1.0,-1.1639294257784096,5.0
8,2,2,0.0,1,4409,1.0,-1.0398813390880535,6.0
1,3,3,1.0,1,5054,9.0,-0.7814478251498116,6.0
2,1,1,2.0,1,10111,15.0,0.6761171934618726,3.0
4,1,1,0.0,3,4273,18.0,-0.9985319768579347,3.0
2,2,2,1.0,1,8576,24.0,0.5210570850989275,5.0
3,1,5,0.0,1,8016,3.0,-0.9778572957428754,6.0
3,1,5,0.0,1,8016,9.0,-0.988194636300405,6.0
3,2,2,1.0,1,14151,18.0,2.0199714659407304,5.0
1,1,5,0.0,1,4423,15.0,-1.0088693174154644,4.0
3,5,6,0.0,2,4050,15.0,-1.1742667663359392,6.0
3,2,2,1.0,1,14781,6.0,-0.6367250573443961,5.0
3,2,2,1.0,2,8586,15.0,0.16958750614291854,5.0
8,2,2,1.0,1,5162,21.0,-0.9054959118401676,5.0
3,2,2,1.0,1,13731,9.0,-0.41964090563627293,6.0
3,3,3,1.0,2,7438,21.0,0.5624064473290462,3.0
3,2,2,1.0,1,14151,15.0,1.7925499736750776,5.0
7,1,5,0.0,1,5613,12.0,-0.9985319768579347,4.0
1,2,2,1.0,1,5380,15.0,-0.7504358034772225,5.0
3,3,3,1.0,2,7438,21.0,0.7484785773645803,3.0
5,3,3,1.0,1,9646,1.0,0.5624064473290462,6.0
8,3,3,1.0,1,6853,15.0,-0.057833986122734306,5.0
3,1,1,1.0,1,13555,18.0,-0.574701013999218,3.0
1,3,3,1.0,1,5883,15.0,-0.3576168622910949,6.0
1,3,3,1.0,1,6171,9.0,-0.4713276084239213,3.0
1,5,6,0.0,1,3175,21.0,-1.1639294257784096,5.0
1,3,3,1.0,1,4832,27.0,-0.6160503762293368,3.0
5,3,3,1.0,1,13377,1.0,-0.17154473225556074,6.0
3,3,3,1.0,2,10262,24.0,-0.2749181378308575,6.0
3,3,3,1.0,2,10262,1.0,0.9242133668425848,6.0
2,3,3,2.0,1,8603,18.0,1.0896108157630597,5.0
3,2,2,1.0,2,8586,6.0,1.3997310324889498,6.0
7,2,2,1.0,1,8452,21.0,0.2316115494880966,5.0
3,2,2,1.0,1,14231,24.0,1.5341164597368357,3.0
3,3,3,1.0,1,16289,21.0,0.014527397779973418,5.0
4,1,1,0.0,1,6860,3.0,-0.988194636300405,3.0
1,5,6,0.0,1,2754,9.0,-1.1639294257784096,5.0
5,3,3,1.0,1,9646,9.0,0.5624064473290462,6.0
2,4,4,0.0,1,4667,27.0,-1.0708933607606426,5.0
1,1,1,0.0,1,4545,9.0,-1.0088693174154644,3.0
3,1,1,1.0,1,25735,1.0,1.3170323080287125,3.0
3,3,3,2.0,1,12647,21.0,1.4927670975067169,3.0
3,2,2,1.0,2,8586,1.0,0.9035386857275255,5.0
1,4,4,0.0,1,5277,9.0,-1.0605560202031128,6.0
1,3,3,1.0,1,6206,27.0,0.3970089984085714,3.0
8,1,5,0.0,1,4483,12.0,-1.0088693174154644,4.0
7,2,2,1.0,1,9870,24.0,1.8545740170202556,5.0
4,2,2,0.0,3,3841,27.0,-1.0398813390880535,6.0
4,2,2,0.0,3,3815,27.0,-1.0398813390880535,3.0
1,1,1,0.0,1,6860,24.0,-0.9985319768579347,3.0
3,2,2,1.0,1,12121,1.0,0.44869570119621977,5.0
