Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Day_of_Journey,Month_of_Journey,Year_of_Journey,Price
Multiple carriers,Delhi,Cochin,690,1,No info,12,6,2019,10877
Multiple carriers,Delhi,Cochin,630,1,No info,9,4,2019,8371
Multiple carriers,Delhi,Cochin,920,1,No info,6,6,2019,7038
Jet Airways,Kolkata,Banglore,590,1,No info,9,6,2019,14571
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,9,6,2019,11841
Jet Airways,Delhi,Cochin,1390,2,No info,18,5,2019,15129
SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,15,6,2019,3841
Jet Airways,Delhi,Cochin,1505,1,In-flight meal not included,24,6,2019,10262
Air India,Kolkata,Banglore,155,0,No info,6,4,2019,4460
IndiGo,Banglore,New Delhi,175,0,No info,3,3,2019,7648
Vistara,Kolkata,Banglore,790,1,No info,6,6,2019,8610
IndiGo,Chennai,Kolkata,140,0,No info,18,6,2019,3597
IndiGo,Delhi,Cochin,515,1,No info,24,6,2019,6442
IndiGo,Delhi,Cochin,860,1,No info,9,3,2019,12351
Multiple carriers,Delhi,Cochin,480,1,No info,21,5,2019,14067
IndiGo,Banglore,Delhi,170,0,No info,15,5,2019,4823
Vistara,Kolkata,Banglore,1750,1,No info,24,3,2019,12102
Jet Airways,Mumbai,Hyderabad,85,0,No info,24,5,2019,8040
IndiGo,Banglore,New Delhi,175,0,No info,3,3,2019,7648
IndiGo,Delhi,Cochin,325,1,No info,9,5,2019,6582
Vistara,Banglore,Delhi,170,0,No info,12,6,2019,4668
IndiGo,Banglore,Delhi,170,0,No info,1,4,2019,4823
SpiceJet,Kolkata,Banglore,140,0,No info,1,5,2019,3873
Multiple carriers,Delhi,Cochin,535,1,No info,18,5,2019,8476
IndiGo,Delhi,Cochin,315,1,No info,27,5,2019,5636
Jet Airways,Kolkata,Banglore,685,1,In-flight meal not included,12,5,2019,8586
IndiGo,Banglore,Delhi,175,0,No info,6,6,2019,4823
Air India,Delhi,Cochin,170,0,No info,6,3,2019,6881
Jet Airways,Kolkata,Banglore,510,1,In-flight meal not included,9,5,2019,10844
IndiGo,Kolkata,Banglore,220,1,No info,24,4,2019,4226
Jet Airways,Delhi,Cochin,1425,1,In-flight meal not included,9,5,2019,12373
Air India,Kolkata,Banglore,810,2,No info,6,6,2019,10697
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3,6,2019,4995
Air India,Delhi,Cochin,1595,2,No info,24,6,2019,9443
Jet Airways,Delhi,Cochin,1375,2,In-flight meal not included,18,5,2019,13029
Jet Airways,Delhi,Cochin,2040,2,No info,21,3,2019,12347
Multiple carriers,Delhi,Cochin,480,1,No info,9,6,2019,7408
Jet Airways,Kolkata,Banglore,865,1,In-flight meal not included,1,4,2019,7064
Jet Airways,Delhi,Cochin,925,1,In-flight meal not included,6,3,2019,13843
IndiGo,Kolkata,Banglore,155,0,No info,12,4,2019,4174
Multiple carriers,Delhi,Cochin,565,3,No info,15,5,2019,16294
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,18,5,2019,3841
IndiGo,Banglore,Delhi,170,0,No info,15,6,2019,4423
Air India,Delhi,Cochin,170,0,No info,12,6,2019,5201
Air India,Banglore,New Delhi,1705,2,No info,3,3,2019,12599
IndiGo,Mumbai,Hyderabad,90,0,No info,21,5,2019,4049
Air India,Kolkata,Banglore,1505,2,No info,24,5,2019,12797
Jet Airways,Kolkata,Banglore,870,1,No info,24,5,2019,13067
Vistara,Kolkata,Banglore,1350,1,No info,24,5,2019,9345
IndiGo,Delhi,Cochin,425,1,No info,21,5,2019,6818
Jet Airways,Mumbai,Hyderabad,90,0,No info,3,5,2019,8040
Jet Airways,Delhi,Cochin,1095,2,No info,12,6,2019,14300
Multiple carriers,Delhi,Cochin,435,1,No info,15,5,2019,13727
Jet Airways,Banglore,New Delhi,1050,1,In-flight meal not included,21,3,2019,7832
Multiple carriers,Delhi,Cochin,535,1,No info,9,3,2019,16259
IndiGo,Banglore,Delhi,170,0,No info,27,6,2019,4823
Jet Airways,Banglore,New Delhi,1235,1,No info,6,3,2019,16736
Air India,Kolkata,Banglore,1200,2,No info,6,6,2019,13217
Multiple carriers,Delhi,Cochin,490,1,No info,27,3,2019,6637
Jet Airways,Kolkata,Banglore,1025,1,In-flight meal not included,9,6,2019,10844
Multiple carriers,Delhi,Cochin,555,1,In-flight meal not included,21,3,2019,8401
SpiceJet,Kolkata,Banglore,145,0,No info,12,4,2019,3873
Jet Airways,Delhi,Cochin,505,2,In-flight meal not included,24,6,2019,12410
Jet Airways,Delhi,Cochin,810,2,No info,18,5,2019,15129
IndiGo,Banglore,Delhi,170,0,No info,1,5,2019,4423
Jet Airways,Delhi,Cochin,360,1,No info,27,5,2019,16079
Air India,Kolkata,Banglore,1105,2,No info,6,6,2019,15894
Multiple carriers,Delhi,Cochin,845,1,No info,15,5,2019,9103
Air India,Delhi,Cochin,1350,1,No info,12,6,2019,8991
Air India,Kolkata,Banglore,1530,2,No info,1,4,2019,7893
IndiGo,Mumbai,Hyderabad,90,0,No info,3,3,2019,4575
SpiceJet,Kolkata,Banglore,145,0,No info,3,5,2019,3873
Jet Airways,Banglore,New Delhi,935,1,In-flight meal not included,21,3,2019,7832
IndiGo,Chennai,Kolkata,140,0,No info,1,5,2019,3597
Jet Airways,Kolkata,Banglore,1575,1,No info,24,3,2019,13759
Jet Airways,Banglore,Delhi,185,0,No info,27,5,2019,7229
SpiceJet,Kolkata,Banglore,155,0,No info,15,4,2019,3873
Multiple carriers,Delhi,Cochin,780,1,No info,15,5,2019,9794
Air India,Delhi,Cochin,1125,1,No info,27,3,2019,6681
IndiGo,Banglore,Delhi,180,0,No info,21,4,2019,4423
Jet Airways,Kolkata,Banglore,685,1,In-flight meal not included,15,5,2019,10844
IndiGo,Delhi,Cochin,705,1,No info,1,6,2019,7258
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,12,6,2019,4995
Jet Airways,Delhi,Cochin,1325,1,No info,9,6,2019,14924
Vistara,Banglore,New Delhi,1665,1,No info,15,3,2019,6590
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,3,6,2019,10262
SpiceJet,Kolkata,Banglore,150,0,No info,9,3,2019,5515
Jet Airways,Delhi,Cochin,1475,2,In-flight meal not included,27,3,2019,6643
IndiGo,Mumbai,Hyderabad,90,0,No info,24,6,2019,2754
IndiGo,Delhi,Cochin,310,1,No info,9,6,2019,6493
IndiGo,Kolkata,Banglore,325,1,No info,24,5,2019,6218
Air India,Delhi,Cochin,800,2,No info,6,6,2019,10861
IndiGo,Delhi,Cochin,515,1,No info,6,3,2019,7094
SpiceJet,Mumbai,Hyderabad,85,0,No info,24,3,2019,2227
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,21,4,2019,4544
Air India,Banglore,New Delhi,630,2,No info,21,3,2019,7664
Jet Airways,Banglore,Delhi,180,0,No info,27,6,2019,8016
Air Asia,Kolkata,Banglore,150,0,No info,27,5,2019,3807
Air India,Delhi,Cochin,725,2,No info,3,6,2019,12698
Jet Airways,Kolkata,Banglore,1330,1,In-flight meal not included,24,5,2019,8586
Jet Airways,Kolkata,Banglore,1330,1,In-flight meal not included,1,4,2019,7064
IndiGo,Delhi,Cochin,195,0,No info,9,6,2019,5601
SpiceJet,Delhi,Cochin,380,1,No info,21,5,2019,7317
Air India,Kolkata,Banglore,1470,3,No info,6,5,2019,12797
IndiGo,Kolkata,Banglore,255,1,No info,6,4,2019,4226
Jet Airways,Kolkata,Banglore,395,1,No info,12,5,2019,14151
IndiGo,Delhi,Cochin,890,1,No info,27,3,2019,6628
IndiGo,Banglore,New Delhi,170,0,No info,9,3,2019,8033
Multiple carriers,Delhi,Cochin,505,1,No info,1,6,2019,11200
IndiGo,Kolkata,Banglore,155,0,No info,24,6,2019,4804
Air Asia,Kolkata,Banglore,720,1,No info,12,6,2019,5192
Jet Airways,Delhi,Cochin,1125,2,No info,12,6,2019,13014
Jet Airways,Kolkata,Banglore,1525,1,In-flight meal not included,21,5,2019,10844
Multiple carriers,Delhi,Cochin,510,1,No info,6,3,2019,15603
GoAir,Banglore,Delhi,175,0,No info,3,4,2019,4239
Jet Airways,Kolkata,Banglore,1200,1,No info,12,6,2019,13044
Jet Airways,Delhi,Cochin,1485,1,In-flight meal not included,27,5,2019,12898
SpiceJet,Kolkata,Banglore,520,1,No info,1,4,2019,6013
Jet Airways,Kolkata,Banglore,365,1,No info,6,5,2019,14781
Jet Airways,Delhi,Cochin,655,1,No info,21,3,2019,12557
Multiple carriers,Delhi,Cochin,845,1,No info,6,3,2019,13875
Jet Airways,Delhi,Cochin,1130,2,In-flight meal not included,15,6,2019,11507
Air India,Kolkata,Banglore,150,0,No info,18,6,2019,5510
GoAir,Kolkata,Banglore,460,1,No info,24,3,2019,10198
Jet Airways,Kolkata,Banglore,435,1,No info,12,6,2019,8355
Jet Airways,Banglore,Delhi,185,0,No info,1,6,2019,8016
IndiGo,Delhi,Cochin,625,1,No info,27,5,2019,6314
Air India,Delhi,Cochin,170,0,No info,9,3,2019,5831
Jet Airways,Delhi,Cochin,550,1,In-flight meal not included,24,6,2019,10262
Multiple carriers,Delhi,Cochin,700,1,In-flight meal not included,6,3,2019,15136
Jet Airways,Banglore,New Delhi,830,1,In-flight meal not included,21,3,2019,7832
SpiceJet,Chennai,Kolkata,135,0,No info,24,3,2019,3859
IndiGo,Kolkata,Banglore,150,0,No info,6,4,2019,4174
Jet Airways,Banglore,New Delhi,340,1,No info,6,3,2019,19225
IndiGo,Delhi,Cochin,975,1,No info,9,3,2019,10518
IndiGo,Banglore,Delhi,175,0,No info,6,4,2019,4823
Air India,Banglore,New Delhi,165,0,No info,24,3,2019,7276
Multiple carriers,Delhi,Cochin,540,1,No info,9,6,2019,12192
Air Asia,Delhi,Cochin,865,1,No info,1,6,2019,11410
Air India,Kolkata,Banglore,920,2,No info,21,5,2019,13033
Jet Airways,Banglore,New Delhi,570,1,No info,1,3,2019,26890
IndiGo,Kolkata,Banglore,150,0,No info,27,6,2019,4804
Jet Airways,Kolkata,Banglore,1550,1,In-flight meal not included,15,5,2019,10844
Air India,Delhi,Cochin,1820,2,No info,12,6,2019,12436
IndiGo,Banglore,Delhi,175,0,No info,21,6,2019,4823
IndiGo,Mumbai,Hyderabad,90,0,No info,3,6,2019,2227
Jet Airways,Delhi,Cochin,940,1,In-flight meal not included,1,6,2019,10262
Jet Airways,Delhi,Cochin,1225,1,No info,3,3,2019,17024
Jet Airways,Delhi,Cochin,1325,2,In-flight meal not included,27,3,2019,9296
Air India,Delhi,Cochin,185,0,No info,6,6,2019,6094
Jet Airways,Kolkata,Banglore,1215,1,In-flight meal not included,9,6,2019,8586
Jet Airways,Delhi,Cochin,1300,2,In-flight meal not included,15,6,2019,10919
GoAir,Kolkata,Banglore,455,1,No info,9,6,2019,9495
Jet Airways,Delhi,Cochin,395,1,No info,12,6,2019,14714
Air India,Delhi,Cochin,180,0,No info,24,6,2019,5201
Air India,Delhi,Cochin,1420,2,No info,27,3,2019,7090
IndiGo,Mumbai,Hyderabad,90,0,No info,15,5,2019,4575
Multiple carriers,Delhi,Cochin,545,1,No info,15,5,2019,9646
IndiGo,Delhi,Cochin,325,1,No info,12,6,2019,5636
Multiple carriers,Delhi,Cochin,545,1,No info,15,6,2019,9646
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,9,3,2019,4050
Jet Airways,Delhi,Cochin,1270,1,No info,9,6,2019,14714
IndiGo,Kolkata,Banglore,150,0,No info,18,6,2019,4804
Jet Airways,Delhi,Cochin,1485,1,In-flight meal not included,9,6,2019,10577
GoAir,Banglore,Delhi,165,0,No info,15,6,2019,3898
Jet Airways,Kolkata,Banglore,960,1,No info,6,6,2019,14571
Jet Airways,Delhi,Cochin,1300,2,In-flight meal not included,15,6,2019,10919
Jet Airways,Banglore,Delhi,165,0,No info,18,6,2019,8016
IndiGo,Delhi,Cochin,425,1,No info,21,3,2019,6287
Air India,Kolkata,Banglore,905,1,No info,6,6,2019,8366
Jet Airways,Delhi,Cochin,440,1,In-flight meal not included,6,3,2019,15400
Vistara,Banglore,New Delhi,160,0,No info,3,3,2019,8553
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,9,4,2019,3841
Air India,Delhi,Cochin,1545,2,No info,9,4,2019,10021
SpiceJet,Chennai,Kolkata,140,0,No info,24,6,2019,3597
IndiGo,Chennai,Kolkata,145,0,No info,24,5,2019,4332
GoAir,Banglore,Delhi,165,0,No info,21,6,2019,3898
Jet Airways,Mumbai,Hyderabad,1665,2,No info,6,3,2019,21375
Vistara,Kolkata,Banglore,975,1,No info,6,6,2019,8610
IndiGo,Kolkata,Banglore,155,0,No info,15,6,2019,4804
Air India,Delhi,Cochin,1730,2,No info,1,6,2019,13591
Jet Airways,Kolkata,Banglore,590,1,No info,6,5,2019,14781
Jet Airways,Banglore,New Delhi,315,1,In-flight meal not included,15,3,2019,9134
Air India,Delhi,Cochin,1545,2,No info,9,6,2019,10493
Jet Airways,Banglore,New Delhi,1280,1,In-flight meal not included,24,3,2019,8147
SpiceJet,Kolkata,Banglore,140,0,No info,21,6,2019,3873
Jet Airways,Kolkata,Banglore,1025,1,No info,9,6,2019,14571
Air India,Banglore,New Delhi,655,2,No info,3,3,2019,11003
Jet Airways,Delhi,Cochin,550,1,In-flight meal not included,3,6,2019,10262
Jet Airways,Delhi,Cochin,995,1,No info,21,3,2019,12719
Jet Airways,Delhi,Cochin,1325,1,In-flight meal not included,24,6,2019,10262
Air India,Banglore,Delhi,165,0,No info,21,6,2019,7171
SpiceJet,Banglore,Delhi,160,0,No info,27,4,2019,4423
Multiple carriers,Delhi,Cochin,490,1,In-flight meal not included,9,3,2019,12616
Air India,Delhi,Cochin,1560,2,No info,1,6,2019,12970
Jet Airways,Kolkata,Banglore,775,1,No info,24,3,2019,14914
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,6,5,2019,3210
GoAir,Banglore,Delhi,175,0,No info,21,4,2019,4632
Jet Airways,Delhi,Cochin,655,1,In-flight meal not included,9,5,2019,12373
IndiGo,Kolkata,Banglore,150,0,No info,15,6,2019,4804
Multiple carriers,Delhi,Cochin,565,3,No info,3,3,2019,21829
Multiple carriers,Delhi,Cochin,780,1,No info,1,6,2019,13587
Jet Airways,Delhi,Cochin,1760,2,No info,27,6,2019,12819
Air Asia,Delhi,Cochin,660,1,No info,27,3,2019,6151
Jet Airways,Banglore,Delhi,175,0,No info,1,6,2019,8016
Multiple carriers,Delhi,Cochin,680,1,No info,6,3,2019,15135
IndiGo,Delhi,Cochin,500,1,No info,21,5,2019,6794
Vistara,Kolkata,Banglore,1640,1,No info,15,5,2019,8610
Air India,Kolkata,Banglore,1840,2,No info,18,5,2019,12723
Air India,Kolkata,Banglore,1515,1,No info,6,6,2019,7662
Multiple carriers,Delhi,Cochin,515,1,No info,9,3,2019,14343
Multiple carriers,Delhi,Cochin,910,1,No info,1,6,2019,6795
SpiceJet,Kolkata,Banglore,140,0,No info,9,5,2019,3873
IndiGo,Mumbai,Hyderabad,90,0,No info,12,6,2019,2754
Air India,Mumbai,Hyderabad,905,1,No info,6,3,2019,16666
Multiple carriers,Delhi,Cochin,460,1,No info,1,6,2019,11098
Jet Airways,Kolkata,Banglore,1745,1,In-flight meal not included,9,6,2019,10539
Air India,Delhi,Cochin,735,1,No info,27,5,2019,9929
Jet Airways,Kolkata,Banglore,1430,1,In-flight meal not included,12,5,2019,10844
Jet Airways,Kolkata,Banglore,1730,1,No info,6,6,2019,12692
Jet Airways,Delhi,Cochin,455,1,In-flight meal not included,21,3,2019,9212
Multiple carriers,Delhi,Cochin,630,1,No info,15,5,2019,13727
Air Asia,Banglore,Delhi,170,0,No info,15,6,2019,4282
Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,24,5,2019,10844
Air India,Delhi,Cochin,965,1,No info,27,6,2019,7480
IndiGo,Banglore,Delhi,180,0,No info,1,5,2019,4823
Jet Airways,Delhi,Cochin,825,1,In-flight meal not included,18,5,2019,12373
Multiple carriers,Delhi,Cochin,560,1,No info,21,3,2019,7215
Air India,Delhi,Cochin,1640,1,No info,9,5,2019,7480
Multiple carriers,Delhi,Cochin,720,1,No info,24,6,2019,8143
IndiGo,Banglore,Delhi,175,0,No info,3,5,2019,4823
Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,6,6,2019,10844
SpiceJet,Banglore,Delhi,175,0,No info,12,4,2019,5621
Vistara,Kolkata,Banglore,1440,1,No info,18,5,2019,9555
IndiGo,Banglore,New Delhi,165,0,No info,21,3,2019,4777
SpiceJet,Banglore,New Delhi,175,0,No info,3,3,2019,7648
IndiGo,Kolkata,Banglore,295,1,No info,1,4,2019,10308
Jet Airways,Delhi,Cochin,440,2,No info,24,5,2019,21219
IndiGo,Kolkata,Banglore,295,1,No info,6,5,2019,11319
Jet Airways,Kolkata,Banglore,1415,1,In-flight meal not included,15,5,2019,10844
Multiple carriers,Delhi,Cochin,435,1,No info,9,5,2019,15078
SpiceJet,Mumbai,Hyderabad,90,0,No info,1,5,2019,2017
Air Asia,Kolkata,Banglore,150,0,No info,1,6,2019,4409
IndiGo,Delhi,Cochin,275,1,No info,9,6,2019,5054
Air India,Banglore,New Delhi,980,2,No info,15,3,2019,10111
SpiceJet,Banglore,New Delhi,170,0,No check-in baggage included,18,3,2019,4273
Jet Airways,Delhi,Cochin,1735,2,In-flight meal not included,21,3,2019,8728
Air India,Kolkata,Banglore,905,1,No info,24,5,2019,8576
Jet Airways,Banglore,Delhi,180,0,No info,3,6,2019,8016
Jet Airways,Banglore,Delhi,175,0,No info,9,6,2019,8016
Jet Airways,Kolkata,Banglore,1630,1,No info,18,5,2019,14151
IndiGo,Banglore,Delhi,165,0,No info,15,4,2019,4423
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,15,6,2019,4050
Jet Airways,Kolkata,Banglore,345,1,No info,6,5,2019,14781
Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,15,5,2019,8586
Air Asia,Kolkata,Banglore,215,1,No info,21,5,2019,5162
Jet Airways,Kolkata,Banglore,450,1,No info,9,6,2019,13731
Jet Airways,Delhi,Cochin,925,1,In-flight meal not included,21,3,2019,7438
Jet Airways,Kolkata,Banglore,1520,1,No info,15,5,2019,14151
Vistara,Banglore,Delhi,170,0,No info,12,4,2019,5613
IndiGo,Kolkata,Banglore,290,1,No info,15,5,2019,5380
Jet Airways,Delhi,Cochin,1015,1,In-flight meal not included,21,3,2019,7438
Multiple carriers,Delhi,Cochin,925,1,No info,1,6,2019,9646
Air Asia,Delhi,Cochin,625,1,No info,15,5,2019,6853
Jet Airways,Banglore,New Delhi,375,1,No info,18,3,2019,13555
IndiGo,Delhi,Cochin,480,1,No info,15,6,2019,5883
IndiGo,Delhi,Cochin,425,1,No info,9,3,2019,6171
IndiGo,Mumbai,Hyderabad,90,0,No info,21,5,2019,3175
IndiGo,Delhi,Cochin,355,1,No info,27,3,2019,4832
Multiple carriers,Delhi,Cochin,570,1,No info,1,6,2019,13377
Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,24,6,2019,10262
Jet Airways,Delhi,Cochin,1100,1,In-flight meal not included,1,6,2019,10262
Air India,Delhi,Cochin,1180,2,No info,18,5,2019,8603
Jet Airways,Kolkata,Banglore,1330,1,In-flight meal not included,6,6,2019,8586
Vistara,Kolkata,Banglore,765,1,No info,21,5,2019,8452
Jet Airways,Kolkata,Banglore,1395,1,No info,24,3,2019,14231
Jet Airways,Delhi,Cochin,660,1,No info,21,5,2019,16289
SpiceJet,Banglore,New Delhi,175,0,No info,3,3,2019,6860
IndiGo,Mumbai,Hyderabad,90,0,No info,9,5,2019,2754
Multiple carriers,Delhi,Cochin,925,1,No info,9,6,2019,9646
Air India,Chennai,Kolkata,135,0,No info,27,5,2019,4667
IndiGo,Kolkata,Banglore,155,0,No info,21,4,2019,4804
IndiGo,Banglore,New Delhi,165,0,No info,9,3,2019,4545
Jet Airways,Banglore,New Delhi,1290,1,No info,1,3,2019,25735
Jet Airways,Delhi,Cochin,1375,2,No info,21,3,2019,12647
Jet Airways,Kolkata,Banglore,1090,1,In-flight meal not included,1,5,2019,8586
IndiGo,Chennai,Kolkata,140,0,No info,9,6,2019,5277
IndiGo,Delhi,Cochin,845,1,No info,27,3,2019,6206
Air Asia,Banglore,Delhi,165,0,No info,12,4,2019,4483
Vistara,Kolkata,Banglore,1550,1,No info,24,5,2019,9870
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,27,6,2019,3841
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,27,3,2019,3815
IndiGo,Banglore,New Delhi,170,0,No info,24,3,2019,6860
Jet Airways,Kolkata,Banglore,870,1,No info,1,5,2019,12121
Jet Airways,Delhi,Cochin,535,1,In-flight meal not included,27,3,2019,5963
SpiceJet,Banglore,Delhi,160,0,No info,6,6,2019,3625
SpiceJet,Kolkata,Banglore,145,0,No check-in baggage included,15,6,2019,3841
IndiGo,Banglore,Delhi,170,0,No info,12,6,2019,4823
Multiple carriers,Delhi,Cochin,385,1,No info,12,6,2019,9646
Jet Airways,Delhi,Cochin,620,1,In-flight meal not included,27,5,2019,10152
IndiGo,Delhi,Cochin,940,1,No info,3,6,2019,7514
Jet Airways,Banglore,New Delhi,685,1,No info,6,3,2019,16736
Jet Airways,Kolkata,Banglore,910,1,No info,6,5,2019,13584
Air India,Kolkata,Banglore,1415,2,No info,21,5,2019,11222
IndiGo,Chennai,Kolkata,140,0,No info,1,5,2019,3850
Vistara,Banglore,New Delhi,160,0,No info,24,3,2019,7608
Jet Airways,Kolkata,Banglore,1220,1,In-flight meal not included,12,5,2019,10844
Multiple carriers,Delhi,Cochin,510,1,No info,9,6,2019,7408
Vistara,Chennai,Kolkata,135,0,No info,18,5,2019,3687
SpiceJet,Delhi,Cochin,375,1,No info,3,3,2019,11726
Jet Airways,Kolkata,Banglore,1610,1,In-flight meal not included,6,5,2019,9663
Air India,Kolkata,Banglore,1845,2,No info,24,3,2019,12829
IndiGo,Delhi,Cochin,300,1,No info,27,6,2019,6069
Jet Airways,Kolkata,Banglore,1640,1,In-flight meal not included,12,6,2019,8529
Vistara,Kolkata,Banglore,385,1,No info,9,5,2019,8085
Vistara,Banglore,Delhi,165,0,No info,15,5,2019,4878
IndiGo,Banglore,Delhi,170,0,No info,3,4,2019,4077
IndiGo,Kolkata,Banglore,315,1,No info,9,5,2019,7605
Jet Airways,Delhi,Cochin,1375,2,No info,15,6,2019,13014
IndiGo,Delhi,Cochin,885,1,No info,3,3,2019,11600
Jet Airways,Kolkata,Banglore,1005,1,No info,12,5,2019,14151
Air India,Delhi,Cochin,1105,2,No info,24,6,2019,12497
Jet Airways,Delhi,Cochin,995,1,No info,6,3,2019,17024
SpiceJet,Chennai,Kolkata,155,0,No info,9,3,2019,6300
Multiple carriers,Delhi,Cochin,470,1,No info,6,3,2019,15147
Multiple carriers,Delhi,Cochin,760,1,No info,1,6,2019,6795
IndiGo,Mumbai,Hyderabad,85,0,No info,3,3,2019,5755
Air India,Kolkata,Banglore,1185,1,No info,12,5,2019,10203
Jet Airways,Delhi,Cochin,1015,1,No info,6,6,2019,14714
IndiGo,Banglore,New Delhi,170,0,No info,18,3,2019,4545
Jet Airways,Kolkata,Banglore,855,1,No info,15,5,2019,14781
Air India,Banglore,New Delhi,1655,2,No info,12,3,2019,11602
IndiGo,Mumbai,Hyderabad,90,0,No info,6,5,2019,4049
Jet Airways,Delhi,Cochin,1375,2,In-flight meal not included,9,5,2019,13029
Jet Airways,Kolkata,Banglore,740,1,No info,9,6,2019,14571
Air India,Banglore,Delhi,165,0,No info,9,6,2019,6961
SpiceJet,Kolkata,Banglore,520,1,No info,15,5,2019,6381
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,1,4,2019,3841
Jet Airways,Delhi,Cochin,1325,2,No info,21,3,2019,11538
Vistara,Kolkata,Banglore,1440,1,No info,6,5,2019,8610
Air India,Delhi,Cochin,2170,2,No info,6,3,2019,11552
Multiple carriers,Delhi,Cochin,840,1,No info,1,6,2019,7408
Jet Airways,Delhi,Cochin,1010,1,In-flight meal not included,27,6,2019,10262
Air India,Kolkata,Banglore,1625,2,No info,6,5,2019,10991
Multiple carriers,Delhi,Cochin,435,1,No info,9,6,2019,13587
Air India,Delhi,Cochin,1255,1,No info,15,5,2019,7480
IndiGo,Banglore,New Delhi,300,1,No info,9,3,2019,6351
Multiple carriers,Delhi,Cochin,420,1,In-flight meal not included,27,5,2019,7153
Air Asia,Kolkata,Banglore,150,0,No info,6,5,2019,4409
IndiGo,Kolkata,Banglore,315,1,No info,15,5,2019,7228
Multiple carriers,Delhi,Cochin,650,1,No info,27,3,2019,11667
SpiceJet,Kolkata,Banglore,315,1,No info,12,6,2019,4649
Air India,Kolkata,Banglore,1255,2,No info,9,5,2019,12592
Multiple carriers,Delhi,Cochin,520,1,No info,12,6,2019,11789
Air India,Chennai,Kolkata,135,0,No info,1,6,2019,4667
Air Asia,Kolkata,Banglore,720,1,No info,21,5,2019,9719
Air India,Delhi,Cochin,375,1,No info,27,3,2019,6902
Jet Airways,Kolkata,Banglore,520,1,No info,21,5,2019,14781
Jet Airways,Kolkata,Banglore,850,1,In-flight meal not included,18,5,2019,10844
Air India,Kolkata,Banglore,1975,2,No info,24,3,2019,11522
Air India,Banglore,Delhi,170,0,No info,21,4,2019,6121
Vistara,Kolkata,Banglore,385,1,No info,6,6,2019,8610
Air Asia,Kolkata,Banglore,150,0,No info,24,3,2019,5620
IndiGo,Kolkata,Banglore,150,0,No info,27,5,2019,4804
Multiple carriers,Delhi,Cochin,640,1,No info,27,5,2019,7005
Jet Airways,Delhi,Cochin,1195,2,No info,1,5,2019,15129
Jet Airways,Kolkata,Banglore,520,1,In-flight meal not included,24,5,2019,8586
Multiple carriers,Delhi,Cochin,660,1,No info,18,5,2019,10197
Multiple carriers,Delhi,Cochin,605,1,No info,27,3,2019,10667
IndiGo,Kolkata,Banglore,295,1,No info,12,6,2019,11160
Air India,Delhi,Cochin,1855,2,No info,27,5,2019,12488
Jet Airways,Kolkata,Banglore,685,1,In-flight meal not included,18,5,2019,10844
Air India,Delhi,Cochin,1595,2,No info,3,6,2019,9968
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,18,5,2019,5198
Jet Airways,Kolkata,Banglore,875,1,In-flight meal not included,1,5,2019,8586
IndiGo,Chennai,Kolkata,145,0,No info,18,5,2019,4332
IndiGo,Kolkata,Banglore,290,1,No info,6,5,2019,5069
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,6,5,2019,4544
Multiple carriers,Delhi,Cochin,690,1,No info,3,3,2019,14973
Air India,Banglore,New Delhi,2120,3,No info,12,3,2019,13387
SpiceJet,Banglore,Delhi,160,0,No info,9,6,2019,3625
Jet Airways,Kolkata,Banglore,1730,1,In-flight meal not included,24,5,2019,10703
IndiGo,Kolkata,Banglore,155,0,No info,24,3,2019,7615
IndiGo,Banglore,Delhi,175,0,No info,27,5,2019,4823
Jet Airways,Banglore,New Delhi,1045,1,No info,6,3,2019,16736
Jet Airways,Kolkata,Banglore,890,1,In-flight meal not included,9,5,2019,9663
Multiple carriers,Delhi,Cochin,630,1,No info,18,5,2019,9205
Jet Airways,Delhi,Cochin,335,1,No info,9,5,2019,15554
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,15,5,2019,1965
Air India,Kolkata,Banglore,150,0,No info,15,6,2019,5510
Multiple carriers,Delhi,Cochin,535,1,No info,9,5,2019,8266
IndiGo,Mumbai,Hyderabad,90,0,No info,27,5,2019,3175
